Chrom	Start	End	Strand	Size	Method	Cell line	Tissue	Species	Genome	Organ	Reference	Pubmed
chr8	15759596	15759676	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	15759726	15759843	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	15765790	15765934	.	144	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	15772701	15772915	.	214	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	15801357	15801451	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	15820832	15820918	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	15944947	15945064	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16112347	16112427	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16117948	16118028	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16181923	16182011	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16357058	16357148	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16362779	16362859	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16369153	16369343	.	190	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16396201	16396281	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16422914	16422994	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16672090	16672170	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16760850	16760930	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	16820711	16820791	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17623933	17624040	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17663523	17663673	.	150	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17707562	17707769	.	207	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17717213	17717293	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17718294	17718389	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17718432	17718570	.	138	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17755200	17755319	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17792498	17792601	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17829747	17829887	.	140	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17830119	17830216	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17863545	17863625	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17866243	17866431	.	188	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17875635	17875715	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17878977	17879108	.	131	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17898469	17898569	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	17964578	17964658	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	18029653	18029733	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	18235465	18235550	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	18605521	18605690	.	169	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19158969	19159067	.	98	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19436371	19436456	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19628302	19628391	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19630027	19630128	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19647065	19647145	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19662156	19662264	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19679286	19679382	.	96	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19706635	19706730	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19811284	19811364	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19831470	19831550	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19878795	19878875	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	19952979	19953059	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	20064660	20064841	.	181	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	20286144	20286224	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	20381526	20381611	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21354438	21354531	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21728368	21728475	.	107	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21801334	21801444	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21851999	21852079	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21854963	21855110	.	147	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21896776	21896856	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	21980878	21980958	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22116985	22117085	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22119137	22119217	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22122144	22122224	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22122396	22122544	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22142660	22142740	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22147585	22147677	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22152769	22152849	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22155356	22155571	.	215	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22156255	22156435	.	180	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22176311	22176401	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22179413	22179513	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22183231	22183312	.	81	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22194596	22194676	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22209898	22209978	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22211170	22211250	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22211565	22211677	.	112	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22244137	22244217	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22295913	22295993	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22327993	22328102	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22330510	22330602	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22346186	22346281	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22351850	22351982	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22369307	22369491	.	184	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22389370	22389490	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22472129	22472209	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22592398	22592478	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22631887	22631986	.	99	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22634024	22634141	.	117	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22656796	22656876	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22711834	22711949	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22802834	22803069	.	235	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22804128	22804321	.	193	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22815894	22816008	.	114	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22821125	22821205	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22836128	22836215	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22836254	22836410	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22849478	22849558	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22893066	22893146	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22905320	22905453	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22916502	22916582	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22919107	22919187	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22963975	22964122	.	147	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	22982899	22982985	.	86	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23042643	23042748	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23042855	23042976	.	121	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23067441	23067521	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23096684	23096764	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23130223	23130364	.	141	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23229418	23229524	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23230148	23230228	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23293743	23293823	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23437161	23437241	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23497293	23497397	.	104	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23521861	23521976	.	115	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23524480	23524560	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23727468	23727576	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23766703	23766830	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23880860	23880940	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	23974054	23974134	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24080540	24080685	.	145	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24134893	24134973	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24166291	24166371	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24275852	24275932	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24295093	24295173	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24342105	24342185	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24432092	24432218	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24505099	24505179	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24537145	24537255	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24719715	24719815	.	100	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	24905799	24905879	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25102390	25102470	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25110050	25110198	.	148	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25193676	25193833	.	157	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25254715	25255001	.	286	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25303953	25304099	.	146	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25517903	25517983	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25642909	25642989	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25738160	25738240	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	25971914	25972046	.	132	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26023691	26023813	.	122	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26046711	26046915	.	204	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26086842	26086935	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26129053	26129133	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26157339	26157423	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26157629	26157716	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26157929	26158026	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26163626	26163793	.	167	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26195430	26195510	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26204396	26204476	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26544136	26544216	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26654032	26654157	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	26749103	26749196	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27038463	27038543	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27061051	27061131	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27433000	27433080	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27492484	27492564	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27586834	27586914	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27643497	27643577	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27651420	27651517	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27663808	27663888	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27681147	27681227	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27685238	27685441	.	203	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27902230	27902369	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27923762	27923842	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27933128	27933208	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	27965261	27965501	.	240	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28066797	28066958	.	161	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28298724	28298811	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28309757	28309958	.	201	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28354891	28355054	.	163	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28357507	28357635	.	128	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28372798	28372878	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28373750	28373856	.	106	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28379053	28379133	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28422317	28422464	.	147	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28422913	28423018	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28435299	28435408	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28436922	28437064	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28474394	28474566	.	172	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28521384	28521537	.	153	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28543974	28544175	.	201	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28545123	28545262	.	139	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28546687	28547017	.	330	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28551260	28551340	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28615004	28615084	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28622142	28622227	.	85	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28622369	28622453	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28638781	28638871	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28639011	28639091	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28681600	28681865	.	265	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28700786	28700966	.	180	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28717611	28717720	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28718410	28718494	.	84	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28718655	28718790	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28720228	28720316	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28725693	28725985	.	292	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28732528	28732810	.	282	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28732919	28733063	.	144	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28735682	28735771	.	89	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28739783	28739874	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28812500	28812683	.	183	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28812798	28812893	.	95	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28813631	28813739	.	108	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28816670	28816750	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28816814	28816904	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28826849	28826958	.	109	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28827917	28828083	.	166	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28831688	28831775	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28833491	28833571	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28843190	28843315	.	125	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28845009	28845205	.	196	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28849255	28849375	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28852671	28852827	.	156	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28856626	28856708	.	82	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28860545	28860723	.	178	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28881646	28881765	.	119	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28882636	28882829	.	193	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28882892	28883019	.	127	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28888559	28888660	.	101	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28899458	28899538	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	28952723	28952860	.	137	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29069072	29069152	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29104108	29104188	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29118692	29118772	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29118812	29118903	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29132775	29132855	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29162393	29162473	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29433495	29433582	.	87	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29742580	29742715	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29916951	29917031	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29929848	29929928	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29944456	29944553	.	97	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29961852	29961932	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29987683	29987763	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	29997479	29997559	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30048533	30048879	.	346	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30262461	30262541	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30344772	30344866	.	94	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30437532	30437612	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30461138	30461229	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30468619	30468933	.	314	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30469021	30469101	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30469194	30469274	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30469724	30469850	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30469947	30470027	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30471490	30471600	.	110	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30477590	30477670	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30492506	30492605	.	99	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30539270	30539375	.	105	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30568654	30568787	.	133	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30646269	30646389	.	120	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30674824	30674942	.	118	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30712334	30712414	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30712560	30712640	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30715388	30715468	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30725413	30725555	.	142	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30730547	30730676	.	129	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30730892	30730972	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30737588	30737723	.	135	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30809957	30810037	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30824476	30824567	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30826873	30826953	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30826998	30827078	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30830399	30830492	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30830790	30830870	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30885319	30885399	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30901138	30901370	.	232	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30902365	30902468	.	103	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30907084	30907164	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30907203	30907296	.	93	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30907530	30907702	.	172	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30908137	30908228	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30937103	30937191	.	88	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30956245	30956371	.	126	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30959862	30959942	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30977749	30977840	.	91	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30979493	30979573	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30982302	30982382	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	30991455	30991547	.	92	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31010718	31010808	.	90	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31014235	31014315	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31018441	31018521	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31026160	31026240	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31031084	31031164	.	80	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
chr8	31040646	31040914	.	268	KmerTR	K562	Blood	Homo sapiens	hg19	Blood	.	.
